Command,Mode,Script,Application,Repository,Title
outline hide leaves,NULL,"user.emacs(""outline-hide-leaves"")",emacs,community,NULL
outline hide sublevels,NULL,"user.emacs(""outline-hide-sublevels"")",emacs,community,NULL
outline (hide body | [show] (overview | outline)),NULL,"user.emacs(""outline-hide-body"")",emacs,community,NULL
outline hide other,NULL,"user.emacs(""outline-hide-other"")",emacs,community,NULL
outline forward [same level],NULL,"user.emacs(""outline-forward-same-level"")",emacs,community,NULL
outline (backward | back) [same level],NULL,"user.emacs(""outline-backward-same-level"")",emacs,community,NULL
outline next [visible heading],NULL,"user.emacs(""outline-next-visible-heading"")",emacs,community,NULL
outline (previous | last) [visible heading],NULL,"
user.emacs(""outline-previous-visible-heading"")",emacs,community,NULL
outline insert [heading],NULL,"user.emacs(""outline-insert-heading"")",emacs,community,NULL
outline up [heading],NULL,"user.emacs(""outline-up-heading"")",emacs,community,NULL
outline promote,NULL,"user.emacs(""outline-promote"")",emacs,community,NULL
outline demote,NULL,"user.emacs(""outline-demote"")",emacs,community,NULL
outline move [subtree] down,NULL,"user.emacs(""outline-move-subtree-down"")",emacs,community,NULL
outline move [subtree] up,NULL,"user.emacs(""outline-move-subtree-up"")",emacs,community,NULL
outline mark [subtree],NULL,"user.emacs(""outline-mark-subtree"")",emacs,community,NULL
preferences,NULL,"key(cmd-,)",finder,community,NULL
options,NULL,key(cmd-j),finder,community,NULL
search,NULL,key(cmd-alt-f),finder,community,NULL
sort by none,NULL,key(ctrl-alt-cmd-0),finder,community,NULL
sort by name,NULL,key(ctrl-alt-cmd-1),finder,community,NULL
sort by kind,NULL,key(ctrl-alt-cmd-2),finder,community,NULL
sort by date opened,NULL,key(ctrl-alt-cmd-3),finder,community,NULL
sort by date added,NULL,key(ctrl-alt-cmd-4),finder,community,NULL
sort by date modified,NULL,key(ctrl-alt-cmd-5),finder,community,NULL
sort by size,NULL,key(ctrl-alt-cmd-6),finder,community,NULL
icon view,NULL,key(cmd-1),finder,community,NULL
column view,NULL,key(cmd-3),finder,community,NULL
list view,NULL,key(cmd-2),finder,community,NULL
gallery view,NULL,key(cmd-4),finder,community,NULL
trash it,NULL,key(cmd-backspace),finder,community,NULL
hide [finder],NULL,key(cmd-h),finder,community,NULL
hide others,NULL,app.window_hide_others(),finder,community,NULL
tab search,NULL,"
browser.focus_address()
insert(""% "")",firefox,community,NULL
tab search <user.text>$,NULL,"
browser.focus_address()
insert(""% {text}"")
key(down)",firefox,community,NULL
(sidebar | panel) bookmarks,NULL,user.firefox_bookmarks_sidebar(),firefox,community,NULL
(sidebar | panel) history,NULL,user.firefox_history_sidebar(),firefox,community,NULL
tab close all,NULL,key(ctrl-shift-w),foxit_reader,community,NULL
[page] rotate right,NULL,"key(""shift-ctrl-keypad_equals"")",foxit_reader,community,NULL
[page] rotate left,NULL,"key(""shift-ctrl-keypad_minus"")",foxit_reader,community,NULL
go back,NULL,key(alt-left),foxit_reader,community,NULL
until <number>,NULL,"""until {number}""",global,community,NULL
force clear all break points,NULL,"
insert(""d br\n"")
insert(""y\n"")",global,community,NULL
break [on] clipboard,NULL,"
insert(""break "")
key(ctrl-shift-v)
key(enter)",global,community,NULL
list [source],NULL,"""list\n""",global,community,NULL
info source,NULL,"""info source\n""",global,community,NULL
print,NULL,"""p """,global,community,NULL
print [variable] <user.text>,NULL,"""p {text}""",global,community,NULL
print hex,NULL,"""p/x """,global,community,NULL
print hex [variable] <user.text>,NULL,"""p/x {text}""",global,community,NULL
print string,NULL,"""p/s """,global,community,NULL
hex dump <number> bytes,NULL,"""x/{number}bx """,global,community,NULL
hex dump <number> (half | short) words,NULL,"""x/{number}hx """,global,community,NULL
hex dump <number> (d | long) words,NULL,"""x/{number}dx """,global,community,NULL
hex dump <number> quad words,NULL,"""x/{number}gx """,global,community,NULL
hex dump,NULL,"""x/100gx """,global,community,NULL
hex dump highlighted,NULL,"
insert(""x/100gx "")
edit.copy()
edit.paste()
key(enter)",global,community,NULL
hex dump clipboard,NULL,"
insert(""x/100gx "")
edit.paste()
key(enter)",global,community,NULL
source,NULL,"""source \t\t""",global,community,NULL
(list | show | info) display,NULL,"""info display\n""",global,community,NULL
display assembly line$,NULL,"""display /i $pc\n""",global,community,NULL
display source,NULL,"""display """,global,community,NULL
enable display <number_small>,NULL,"""enable display {number_small}\n""",global,community,NULL
disable display <number_small>,NULL,"""disable display {number_small}\n""",global,community,NULL
undisplay,NULL,"""undisplay\n""",global,community,NULL
(list | show | info) local,NULL,"""info local """,global,community,NULL
(list | show | info) local typed,NULL,"""info local -t """,global,community,NULL
(list | show | info) variable,NULL,"""info variable """,global,community,NULL
(list | show | info) variable typed,NULL,"""info variable -t """,global,community,NULL
(list | show | info) locals,NULL,"""info local\n""",global,community,NULL
(list | show | info) variables,NULL,"""info variables\n""",global,community,NULL
info threads,NULL,"""info threads\n""",global,community,NULL
restart [program],NULL,"""r\n""",global,community,NULL
continue,NULL,"""c\n""",global,community,NULL
back trace,NULL,"""bt\n""",global,community,NULL
debug quit,NULL,"""quit\n""",global,community,NULL
debug force quit,NULL,"""quit\ny\n""",global,community,NULL
(show | info) (inf | inferiors),NULL,"""info inferiors\n""",global,community,NULL
inferior <number_small>$,NULL,"""inferior {number_small}\n""",global,community,NULL
inferior,NULL,"""inferior """,global,community,NULL
resume main (inf | inferior),NULL,"
insert(""inferior 1\n"")
insert(""c\n"")",global,community,NULL
resume [from] (inf | inferior) <number_small>$,NULL,"
insert(""inferior {number_small}\n"")
insert(""c\n"")",global,community,NULL
set args,NULL,"""set args """,global,community,NULL
show follow (fork | forks) [mode],NULL,"""show follow-fork-mode\n""",global,community,NULL
[set] follow (fork | forks) [mode] child,NULL,"""set follow-fork-mode child\n""",global,community,NULL
[set] follow (fork | forks) [mode] parent,NULL,"""set follow-fork-mode parent\n""",global,community,NULL
show detach on fork,NULL,"""show detach-on-fork\n""",global,community,NULL
set detach on fork,NULL,"""set detach-on-fork on\n""",global,community,NULL
unset detach on fork,NULL,"""set detach-on-fork off\n""",global,community,NULL
show list size,NULL,"""show listsize\n""",global,community,NULL
set list size <number_small>,NULL,"""set listsize {number_small}\n""",global,community,NULL
clear screen,NULL,"""shell clear\n""",global,community,NULL
[enable] debug mode,NULL,user.gdb_enable(),global,community,NULL
disable debug mode,NULL,user.gdb_disable(),global,community,NULL
git {user.git_command} [<user.git_arguments>],NULL,"
args = git_arguments or """"
""git {git_command}{args} """,global,community,NULL
git commit [<user.git_arguments>] message [<user.prose>],NULL,"
args = git_arguments or """"
message = prose or """"
user.insert_between('git commit{args} --message ""{message}', '""')",global,community,NULL
git stash [push] [<user.git_arguments>] message [<user.prose>],NULL,"
args = git_arguments or """"
message = prose or """"
user.insert_between('git stash push{args} --message ""{message}', '""')",global,community,NULL
git status$,NULL,"""git status\n""",global,community,NULL
git add patch$,NULL,"""git add --patch\n""",global,community,NULL
git show head$,NULL,"""git show HEAD\n""",global,community,NULL
git diff$,NULL,"""git diff\n""",global,community,NULL
git diff (cached | cashed)$,NULL,"""git diff --cached\n""",global,community,NULL
git clone clipboard,NULL,"
insert(""git clone "")
edit.paste()
key(enter)",global,community,NULL
git diff highlighted,NULL,"
edit.copy()
insert(""git diff "")
edit.paste()
key(enter)",global,community,NULL
git diff clipboard,NULL,"
insert(""git diff "")
edit.paste()
key(enter)",global,community,NULL
git add highlighted,NULL,"
edit.copy()
insert(""git add "")
edit.paste()
key(enter)",global,community,NULL
git add clipboard,NULL,"
insert(""git add "")
edit.paste()
key(enter)",global,community,NULL
git commit highlighted,NULL,"
edit.copy()
insert(""git add "")
edit.paste()
insert(""\ngit commit\n"")",global,community,NULL
draft hide,NULL,user.draft_hide(),global,community,NULL
draft submit,NULL,"
content = user.draft_get_text()
user.draft_hide()
insert(content)
# user.paste may be somewhat faster, but seems to be unreliable on MacOSX, see
# https://github.com/talonvoice/talon/issues/254#issuecomment-789355238
# user.paste(content)",global,community,NULL
talon check updates,NULL,menu.check_for_updates(),global,community,NULL
talon open debug,NULL,menu.open_debug_window(),global,community,NULL
talon open log,NULL,menu.open_log(),global,community,NULL
talon open rebel,NULL,menu.open_repl(),global,community,NULL
talon home,NULL,menu.open_talon_home(),global,community,NULL
talon copy context pie,NULL,user.talon_add_context_clipboard_python(),global,community,NULL
talon copy context,NULL,user.talon_add_context_clipboard(),global,community,NULL
talon copy name,NULL,"
name = app.name()
clip.set_text(name)",global,community,NULL
talon copy executable,NULL,"
executable = app.executable()
clip.set_text(executable)",global,community,NULL
talon copy bundle,NULL,"
bundle = app.bundle()
clip.set_text(bundle)",global,community,NULL
talon copy title,NULL,"
title = win.title()
clip.set_text(title)",global,community,NULL
talon copy class,NULL,"
class_name = user.talon_get_active_window_class_name()
clip.set_text(class_name)",global,community,NULL
talon dump version,NULL,"
result = user.talon_version_info()
print(result)",global,community,NULL
talon insert version,NULL,"
result = user.talon_version_info()
user.paste(result)",global,community,NULL
talon dump context,NULL,"
result = user.talon_get_active_context()
print(result)",global,community,NULL
^talon test last$,NULL,"
phrase = user.history_get(1)
user.talon_sim_phrase(phrase)",global,community,NULL
^talon test numb <number_small>$,NULL,"
phrase = user.history_get(number_small)
user.talon_sim_phrase(phrase)",global,community,NULL
^talon test <phrase>$,NULL,user.talon_sim_phrase(phrase),global,community,NULL
^talon debug action {user.talon_actions}$,NULL,"
user.talon_action_find(""{user.talon_actions}"")",global,community,NULL
^talon debug list {user.talon_lists}$,NULL,user.talon_debug_list(talon_lists),global,community,NULL
^talon copy list {user.talon_lists}$,NULL,user.talon_copy_list(talon_lists),global,community,NULL
^talon debug tags$,NULL,user.talon_debug_tags(),global,community,NULL
^talon debug modes$,NULL,user.talon_debug_modes(),global,community,NULL
^talon debug scope {user.talon_scopes}$,NULL,user.talon_debug_scope(talon_scopes),global,community,NULL
^talon debug setting {user.talon_settings}$,NULL,user.talon_debug_setting(talon_settings),global,community,NULL
^talon debug all settings$,NULL,user.talon_debug_all_settings(),global,community,NULL
^talon debug active app$,NULL,"
result = user.talon_get_active_application_info()
print(""**** Dumping active application **** "")
print(result)
print(""***********************"")",global,community,NULL
^talon copy active app$,NULL,"
result = user.talon_get_active_application_info()
clip.set_text(result)",global,community,NULL
^talon create app context$,NULL,user.talon_create_app_context(),global,community,NULL
^talon create windows app context$,NULL,"user.talon_create_app_context(""win"")",global,community,NULL
^talon create linux app context$,NULL,"user.talon_create_app_context(""linux"")",global,community,NULL
^talon create mac app context$,NULL,"user.talon_create_app_context(""mac"")",global,community,NULL
talon (bug report | report bug),NULL,"
user.open_url(""https://github.com/talonhub/community/issues"")",global,community,NULL
word neck [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""RIGHT"", ""DEFAULT"", ""word"", number_small or 1)",global,community,NULL
word pre [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""LEFT"", ""DEFAULT"", ""word"", number_small or 1)",global,community,NULL
small word neck [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""RIGHT"", ""DEFAULT"", ""small"", number_small or 1)",global,community,NULL
small word pre [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""LEFT"", ""DEFAULT"", ""small"", number_small or 1)",global,community,NULL
big word neck [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""RIGHT"", ""DEFAULT"", ""big"", number_small or 1)",global,community,NULL
big word pre [<number_small>],NULL,"
user.navigation_by_name(""SELECT"", ""LEFT"", ""DEFAULT"", ""big"", number_small or 1)",global,community,NULL
then,NULL,skip(),global,community,NULL
go [to] <user.address>,NULL,user.address_navigate(address),global,community,NULL
address copy | copy path | url copy | copy address | copy url,NULL,"
user.address_copy_address()",global,community,NULL
address bar | go address | go url,NULL,user.address_focus(),global,community,NULL
go page | page focus,NULL,browser.focus_page(),global,community,NULL
go home,NULL,browser.go_home(),global,community,NULL
go private,NULL,browser.open_private_window(),global,community,NULL
bookmark it,NULL,browser.bookmark(),global,community,NULL
bookmark tabs,NULL,browser.bookmark_tabs(),global,community,NULL
(refresh | reload) it,NULL,browser.reload(),global,community,NULL
(refresh | reload) it hard,NULL,browser.reload_hard(),global,community,NULL
bookmark show,NULL,browser.bookmarks(),global,community,NULL
bookmark bar [show],NULL,browser.bookmarks_bar(),global,community,NULL
downloads show,NULL,browser.show_downloads(),global,community,NULL
extensions show,NULL,browser.show_extensions(),global,community,NULL
history show,NULL,browser.show_history(),global,community,NULL
cache show,NULL,browser.show_clear_cache(),global,community,NULL
dev tools [show],NULL,browser.toggle_dev_tools(),global,community,NULL
show downloads,NULL,browser.show_downloads(),global,community,NULL
show extensions,NULL,browser.show_extensions(),global,community,NULL
show history,NULL,browser.show_history(),global,community,NULL
show cache,NULL,browser.show_clear_cache(),global,community,NULL
chapter next,NULL,user.chapter_next(),global,community,NULL
chapter last,NULL,user.chapter_previous(),global,community,NULL
go chapter <number>,NULL,user.chapter_jump(number),global,community,NULL
go chapter final,NULL,user.chapter_final(),global,community,NULL
^please [<user.text>]$,NULL,"user.command_search(user.text or """")",global,community,NULL
step into,NULL,user.debugger_step_into(),global,community,NULL
step over,NULL,user.debugger_step_over(),global,community,NULL
step line,NULL,user.debugger_step_line(),global,community,NULL
step over line,NULL,user.debugger_step_over_line(),global,community,NULL
step out,NULL,user.debugger_step_out(),global,community,NULL
continue,NULL,user.debugger_continue(),global,community,NULL
debug start,NULL,user.debugger_start(),global,community,NULL
debug stop,NULL,user.debugger_stop(),global,community,NULL
debug exit,NULL,user.debugger_exit(),global,community,NULL
debug detach,NULL,user.debugger_detach(),global,community,NULL
debug restart,NULL,user.debugger_restart(),global,community,NULL
show registers,NULL,user.debugger_show_registers(),global,community,NULL
get register,NULL,user.debugger_get_register(),global,community,NULL
set register,NULL,user.debugger_set_register(),global,community,NULL
break now,NULL,user.debugger_break_now(),global,community,NULL
break here,NULL,user.debugger_break_here(),global,community,NULL
(list | show) (breaks | break points),NULL,user.debugger_show_breakpoints(),global,community,NULL
(set | add) (break | break point),NULL,user.debugger_add_sw_breakpoint(),global,community,NULL
(set | add) hardware (break | break point),NULL,user.debugger_add_hw_breakpoint(),global,community,NULL
clear all (breaks | break points),NULL,user.debugger_clear_all_breakpoints(),global,community,NULL
clear (break | break point),NULL,user.debugger_clear_breakpoint(),global,community,NULL
clear (break | break point) <number_small>,NULL,"
user.debugger_clear_breakpoint_id(number_small)",global,community,NULL
disable all (breaks | break points),NULL,user.debugger_disable_all_breakpoints(),global,community,NULL
disable (break | break point),NULL,user.debugger_disable_breakpoint(),global,community,NULL
disable (break | break point) <number_small>,NULL,"
user.debugger_disable_breakpoint_id(number_small)",global,community,NULL
enable all (breaks | break points),NULL,user.debugger_enable_all_breakpoints(),global,community,NULL
enable (break | break point),NULL,user.debugger_enable_breakpoint(),global,community,NULL
enable (break | break point) <number_small>,NULL,"
user.debugger_enable_breakpoint_id(number_small)",global,community,NULL
(stack | back) trace,NULL,user.debugger_backtrace(),global,community,NULL
disassemble,NULL,user.debugger_disassemble(),global,community,NULL
disassemble here,NULL,user.debugger_disassemble_here(),global,community,NULL
disassemble clipboard,NULL,user.debugger_disassemble_clipboard(),global,community,NULL
jump to address,NULL,user.debugger_goto_address(),global,community,NULL
jump to clipboard,NULL,user.debugger_goto_clipboard(),global,community,NULL
jump to highlighted,NULL,user.debugger_goto_highlighted(),global,community,NULL
dump string,NULL,user.debugger_dump_ascii_string(),global,community,NULL
dump unicode [string],NULL,user.debugger_dump_unicode_string(),global,community,NULL
dump pointers,NULL,user.debugger_dump_pointers(),global,community,NULL
list modules,NULL,user.debugger_list_modules(),global,community,NULL
inspect type,NULL,user.debugger_inspect_type(),global,community,NULL
clear line,NULL,user.debugger_clear_line(),global,community,NULL
emoticon {user.emoticon},NULL,"""{emoticon}""",global,community,NULL
emoji {user.emoji},NULL,user.paste(emoji),global,community,NULL
kaomoji {user.kaomoji},NULL,user.paste(kaomoji),global,community,NULL
title force,NULL,user.file_manager_refresh_title(),global,community,NULL
manager show,NULL,user.file_manager_toggle_pickers(),global,community,NULL
manager close,NULL,user.file_manager_hide_pickers(),global,community,NULL
manager refresh,NULL,user.file_manager_update_lists(),global,community,NULL
(go parent | daddy),NULL,user.file_manager_open_parent(),global,community,NULL
^follow {user.file_manager_directories}$,NULL,"
user.file_manager_open_directory(file_manager_directories)",global,community,NULL
^follow numb <number_small>$,NULL,"
directory = user.file_manager_get_directory_by_index(number_small - 1)
user.file_manager_open_directory(directory)",global,community,NULL
^[select | cell] folder {user.file_manager_directories}$,NULL,"
user.file_manager_select_directory(file_manager_directories)",global,community,NULL
^[select | cell] folder numb <number_small>$,NULL,"
directory = user.file_manager_get_directory_by_index(number_small - 1)
user.file_manager_select_directory(directory)",global,community,NULL
^[select | cell] file {user.file_manager_files}$,NULL,"
user.file_manager_select_file(file_manager_files)",global,community,NULL
^[select | cell] file numb <number_small>$,NULL,"
file = user.file_manager_get_file_by_index(number_small - 1)
user.file_manager_select_file(file)",global,community,NULL
^open {user.file_manager_files}$,NULL,user.file_manager_open_file(file_manager_files),global,community,NULL
^open numb <number_small>$,NULL,"
file = user.file_manager_get_file_by_index(number_small - 1)
user.file_manager_open_file(file)",global,community,NULL
folder new [<user.text>],NULL,"user.file_manager_new_folder(text or """")",global,community,NULL
properties show,NULL,user.file_manager_show_properties(),global,community,NULL
terminal here,NULL,user.file_manager_terminal_here(),global,community,NULL
folder next,NULL,user.file_manager_next_folder_page(),global,community,NULL
folder last,NULL,user.file_manager_previous_folder_page(),global,community,NULL
file next,NULL,user.file_manager_next_file_page(),global,community,NULL
file last,NULL,user.file_manager_previous_file_page(),global,community,NULL
^go {user.letter}$,NULL,"user.file_manager_open_volume(""{letter}:\\"")",global,community,NULL
hunt this,NULL,edit.find(),global,community,NULL
hunt this (pace | paste),NULL,"
edit.find()
sleep(25ms)
edit.paste()",global,community,NULL
hunt this <user.text>,NULL,edit.find(text),global,community,NULL
hunt next,NULL,edit.find_next(),global,community,NULL
hunt previous,NULL,edit.find_previous(),global,community,NULL
hunt all,NULL,"user.find_everywhere("""")",global,community,NULL
hunt all (pace | paste),NULL,"
user.find_everywhere("""")
sleep(25ms)
edit.paste()",global,community,NULL
hunt all <user.text>,NULL,user.find_everywhere(text),global,community,NULL
hunt case,NULL,user.find_toggle_match_by_case(),global,community,NULL
hunt word,NULL,user.find_toggle_match_by_word(),global,community,NULL
hunt expression,NULL,user.find_toggle_match_by_regex(),global,community,NULL
replace this [<user.text>],NULL,"user.replace(text or """")",global,community,NULL
replace all,NULL,"user.replace_everywhere("""")",global,community,NULL
replace <user.text> all,NULL,user.replace_everywhere(text),global,community,NULL
replace confirm that,NULL,user.replace_confirm(),global,community,NULL
replace confirm all,NULL,user.replace_confirm_all(),global,community,NULL
clear last <user.text> [over],NULL,"
user.select_previous_occurrence(text)
sleep(100ms)
edit.delete()",global,community,NULL
clear next <user.text> [over],NULL,"
user.select_next_occurrence(text)
sleep(100ms)
edit.delete()",global,community,NULL
clear last clip,NULL,"
user.select_previous_occurrence(clip.text())
edit.delete()",global,community,NULL
clear next clip,NULL,"
user.select_next_occurrence(clip.text())
sleep(100ms)
edit.delete()",global,community,NULL
comment last <user.text> [over],NULL,"
user.select_previous_occurrence(text)
sleep(100ms)
code.toggle_comment()",global,community,NULL
comment last clip,NULL,"
user.select_previous_occurrence(clip.text())
sleep(100ms)
code.toggle_comment()",global,community,NULL
comment next <user.text> [over],NULL,"
user.select_next_occurrence(text)
sleep(100ms)
code.toggle_comment()",global,community,NULL
comment next clip,NULL,"
user.select_next_occurrence(clip.text())
sleep(100ms)
code.toggle_comment()",global,community,NULL
go last <user.text> [over],NULL,"
user.select_previous_occurrence(text)
sleep(100ms)
edit.right()",global,community,NULL
go last clip,NULL,"
user.select_previous_occurrence(clip.text())
sleep(100ms)
edit.right()",global,community,NULL
go next <user.text> [over],NULL,"
user.select_next_occurrence(text)
edit.right()",global,community,NULL
go next clip,NULL,"
user.select_next_occurrence(clip.text())
edit.right()",global,community,NULL
paste last <user.text> [over],NULL,"
user.select_previous_occurrence(text)
sleep(100ms)
edit.right()
edit.paste()",global,community,NULL
paste next <user.text> [over],NULL,"
user.select_next_occurrence(text)
sleep(100ms)
edit.right()
edit.paste()",global,community,NULL
replace last <user.text> [over],NULL,"
user.select_previous_occurrence(text)
sleep(100ms)
edit.paste()",global,community,NULL
replace next <user.text> [over],NULL,"
user.select_next_occurrence(text)
sleep(100ms)
edit.paste()",global,community,NULL
select last <user.text> [over],NULL,user.select_previous_occurrence(text),global,community,NULL
select next <user.text> [over],NULL,user.select_next_occurrence(text),global,community,NULL
select last clip,NULL,user.select_previous_occurrence(clip.text()),global,community,NULL
select next clip,NULL,user.select_next_occurrence(clip.text()),global,community,NULL
lend,NULL,"
user.deprecate_command(""2024-07-30"", ""lend"", ""go line end | tail"")
edit.line_end()",global,community,NULL
bend,NULL,"
user.deprecate_command(""2024-07-30"", ""bend"", ""go line start | head"")
edit.line_start()",global,community,NULL
go <number>,NULL,edit.jump_line(number),global,community,NULL
go <number> end,NULL,"
edit.jump_line(number)
edit.line_end()",global,community,NULL
comment [line] <number>,NULL,"
user.select_range(number, number)
code.toggle_comment()",global,community,NULL
comment <number> until <number>,NULL,"
user.select_range(number_1, number_2)
code.toggle_comment()",global,community,NULL
clear [line] <number>,NULL,"
user.select_range(number, number)
edit.delete()",global,community,NULL
clear <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.delete()",global,community,NULL
copy [line] <number>,NULL,"
user.select_range(number, number)
edit.copy()",global,community,NULL
copy <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.copy()",global,community,NULL
cut [line] <number>,NULL,"
user.select_range(number, number)
edit.cut()",global,community,NULL
cut [line] <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.cut()",global,community,NULL
(paste | replace) <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.paste()",global,community,NULL
(select | cell | sell) [line] <number>,NULL,"user.select_range(number, number)",global,community,NULL
(select | cell | sell) <number> until <number>,NULL,"user.select_range(number_1, number_2)",global,community,NULL
tab that,NULL,edit.indent_more(),global,community,NULL
tab [line] <number>,NULL,"
edit.jump_line(number)
edit.indent_more()",global,community,NULL
tab <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.indent_more()",global,community,NULL
retab that,NULL,edit.indent_less(),global,community,NULL
retab [line] <number>,NULL,"
user.select_range(number, number)
edit.indent_less()",global,community,NULL
retab <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.indent_less()",global,community,NULL
drag [line] down,NULL,edit.line_swap_down(),global,community,NULL
drag [line] up,NULL,edit.line_swap_up(),global,community,NULL
drag up [line] <number>,NULL,"
user.select_range(number, number)
edit.line_swap_up()",global,community,NULL
drag up <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.line_swap_up()",global,community,NULL
drag down [line] <number>,NULL,"
user.select_range(number, number)
edit.line_swap_down()",global,community,NULL
drag down <number> until <number>,NULL,"
user.select_range(number_1, number_2)
edit.line_swap_down()",global,community,NULL
clone [line] <number>,NULL,user.line_clone(number),global,community,NULL
select camel left,NULL,user.extend_camel_left(),global,community,NULL
select camel right,NULL,user.extend_camel_right(),global,community,NULL
go camel left,NULL,user.camel_left(),global,community,NULL
go camel right,NULL,user.camel_right(),global,community,NULL
previous (workspace | server),NULL,user.messaging_workspace_previous(),global,community,NULL
next (workspace | server),NULL,user.messaging_workspace_next(),global,community,NULL
channel,NULL,user.messaging_open_channel_picker(),global,community,NULL
channel <user.text>,NULL,"
user.messaging_open_channel_picker()
insert(user.formatted_text(user.text, ""ALL_LOWERCASE""))",global,community,NULL
channel up,NULL,user.messaging_channel_previous(),global,community,NULL
channel down,NULL,user.messaging_channel_next(),global,community,NULL
([channel] unread last | gopreev),NULL,user.messaging_unread_previous(),global,community,NULL
([channel] unread next | goneck),NULL,user.messaging_unread_next(),global,community,NULL
go (find | search),NULL,user.messaging_open_search(),global,community,NULL
mark (all | workspace | server) read,NULL,user.messaging_mark_workspace_read(),global,community,NULL
mark channel read,NULL,user.messaging_mark_channel_read(),global,community,NULL
upload file,NULL,user.messaging_upload_file(),global,community,NULL
cursor multiple,NULL,user.multi_cursor_enable(),global,community,NULL
cursor stop,NULL,user.multi_cursor_disable(),global,community,NULL
cursor up,NULL,user.multi_cursor_add_above(),global,community,NULL
cursor down,NULL,user.multi_cursor_add_below(),global,community,NULL
cursor less,NULL,user.multi_cursor_select_fewer_occurrences(),global,community,NULL
cursor more,NULL,user.multi_cursor_select_more_occurrences(),global,community,NULL
cursor skip,NULL,user.multi_cursor_skip_occurrence(),global,community,NULL
cursor all,NULL,user.multi_cursor_select_all_occurrences(),global,community,NULL
cursor lines,NULL,user.multi_cursor_add_to_line_ends(),global,community,NULL
page next,NULL,user.page_next(),global,community,NULL
page last,NULL,user.page_previous(),global,community,NULL
go page <number>,NULL,user.page_jump(number),global,community,NULL
go page final,NULL,user.page_final(),global,community,NULL
rotate right,NULL,user.page_rotate_right(),global,community,NULL
rotate left,NULL,user.page_rotate_left(),global,community,NULL
split right,NULL,user.split_window_right(),global,community,NULL
split left,NULL,user.split_window_left(),global,community,NULL
split down,NULL,user.split_window_down(),global,community,NULL
split up,NULL,user.split_window_up(),global,community,NULL
split (vertically | vertical),NULL,user.split_window_vertically(),global,community,NULL
split (horizontally | horizontal),NULL,user.split_window_horizontally(),global,community,NULL
split flip,NULL,user.split_flip(),global,community,NULL
split max,NULL,user.split_maximize(),global,community,NULL
split reset,NULL,user.split_reset(),global,community,NULL
split window,NULL,user.split_window(),global,community,NULL
split clear,NULL,user.split_clear(),global,community,NULL
split clear all,NULL,user.split_clear_all(),global,community,NULL
split next,NULL,user.split_next(),global,community,NULL
split last,NULL,user.split_last(),global,community,NULL
go split <number>,NULL,user.split_number(number),global,community,NULL
lisa,NULL,user.terminal_list_directories(),global,community,NULL
lisa all,NULL,user.terminal_list_all_directories(),global,community,NULL
katie [dir] [<user.text>],NULL,"user.terminal_change_directory(text or """")",global,community,NULL
katie (up | back),NULL,"user.terminal_change_directory("".."")",global,community,NULL
go <user.system_path>,NULL,"insert('cd ""{system_path}""\n')",global,community,NULL
path <user.system_path>,NULL,"insert('""{system_path}""')",global,community,NULL
clear screen,NULL,user.terminal_clear_screen(),global,community,NULL
run last,NULL,user.terminal_run_last(),global,community,NULL
rerun search,NULL,"user.terminal_rerun_search("""")",global,community,NULL
kill all,NULL,user.terminal_kill_all(),global,community,NULL
copy paste,NULL,"
edit.copy()
sleep(50ms)
edit.paste()",global,community,NULL
core {user.unix_utility},NULL,"""{unix_utility} """,global,community,NULL
datasheet view,NULL,"
key(alt-h)
sleep(100ms)
key(w)
sleep(100ms)
key(h)",global,mystuff,NULL
design view,NULL,"
key(alt-h)
sleep(100ms)
key(w)
sleep(100ms)
key(d)",global,mystuff,NULL
step into,NULL,"
key(f8)",global,mystuff,NULL
step over,NULL,"
key(shift-f8)",global,mystuff,NULL
step out,NULL,"
key(ctrl-shift-f8)",global,mystuff,NULL
run to cursor,NULL,"
key(ctrl-f8)",global,mystuff,NULL
toggle breakpoint,NULL,"
key(f9)",global,mystuff,NULL
clear all breakpoints,NULL,"
key(ctrl-shift-f9)",global,mystuff,NULL
reset,NULL,"
key(ctrl-break)",global,mystuff,NULL
compile,NULL,"
key(alt-d)
sleep(100ms)
key(c)",global,mystuff,NULL
immediate window,NULL,key(ctrl-g),global,mystuff,NULL
expand selection,NULL,key(shift-alt-right),Azure Data Studio,mystuff,NULL
execute query,NULL,key(f5),Azure Data Studio,mystuff,NULL
toggle results,NULL,"
key(ctrl-shift-r)
sleep(100ms)
key(ctrl-shift-r)",Azure Data Studio,mystuff,NULL
go to definition,NULL,key(f12),Azure Data Studio,mystuff,NULL
